Order ID,Order Date,Customer ID,Customer Name,Segment,Product category,Product Name,Quantity,Unit Price,Sales,Order Count per Customer
ORD302,02-04-2024,CUST302,Aatmaram,Corporate,Clothing,Jeans,1,48,48,1
ORD303,06-02-2024,CUST303,Aatmay,Consumer,Clothing,T-Shirt,1,14,14,3
ORD304,05-02-2024,CUST304,Aatmik,Corporate,Electronics,Laptop,1,380,380,1
ORD305,30-06-2024,CUST305,Aatrey,Corporate,Electronics,Headphones,5,384,1920,1
ORD306,22-06-2024,CUST306,Aatreya,Consumer,Electronics,Laptop,2,276,552,1
ORD307,13-07-2024,CUST307,Aavansh,Corporate,Home,Sofa,5,246,1230,1
ORD308,07-09-2024,CUST308,Aavanyan,Corporate,Electronics,Headphones,5,374,1870,3
ORD309,10-02-2024,CUST309,Aavarthan,Consumer,Home,Lamp,3,250,750,1
ORD310,15-09-2024,CUST310,Aaveg,Corporate,Clothing,Jeans,1,34,34,2
ORD311,04-07-2024,CUST311,Aavesh,Corporate,Home,Table,2,283,566,1
ORD312,05-09-2024,CUST312,Aavi,Corporate,Electronics,Laptop,4,407,1628,2
ORD313,09-07-2024,CUST313,Aavish,Consumer,Home,Table,4,283,1132,4
ORD314,20-02-2024,CUST314,Aayam,Corporate,Clothing,Jacket,5,42,210,2
ORD315,07-02-2024,CUST315,Aayan,Consumer,Home,Sofa,5,179,895,3
ORD316,24-05-2024,CUST316,Aayansh,Corporate,Electronics,Smartphone,1,465,465,1
ORD317,03-03-2024,CUST317,Aayod,Consumer,Electronics,Headphones,2,390,780,2
ORD318,01-05-2024,CUST318,Aayu,Corporate,Electronics,Smartphone,5,413,2065,2
ORD319,09-03-2024,CUST319,Aayu,Consumer,Clothing,T-Shirt,1,13,13,1
ORD320,25-07-2024,CUST320,Aayush,Consumer,Home,Table,2,231,462,4
ORD321,02-04-2024,CUST321,Aayudh,Consumer,Home,Sofa,1,186,186,1
ORD322,04-04-2024,CUST322,Aayus,Corporate,Home,Lamp,3,152,456,2
ORD323,03-05-2024,CUST323,Aayush,Consumer,Clothing,Jeans,3,22,66,1
ORD324,14-04-2024,CUST324,Aayushmaan,Corporate,Home,Sofa,1,245,245,1
ORD325,16-09-2024,CUST325,Aayushmaan,Corporate,Clothing,Jeans,5,47,235,2
ORD326,31-03-2024,CUST326,Aayushman,Consumer,Clothing,Jeans,2,20,40,2
ORD327,04-03-2024,CUST327,Aayushman,Corporate,Clothing,T-Shirt,3,45,135,1
ORD328,02-09-2024,CUST328,Aazim,Corporate,Home,Table,3,174,522,1
ORD329,24-04-2024,CUST329,Abaan,Consumer,Electronics,Smartphone,2,200,400,1
ORD330,10-09-2024,CUST330,Abadhya,Consumer,Home,Lamp,2,176,352,1
ORD331,03-04-2024,CUST331,Abay,Corporate,Electronics,Smartphone,4,259,1036,2
ORD332,14-03-2024,CUST332,Abayan,Consumer,Electronics,Smartphone,1,354,354,3
ORD333,14-01-2024,CUST333,Abbas,Corporate,Home,Table,1,244,244,1
ORD334,11-04-2024,CUST334,Abbhinav,Consumer,Home,Table,4,274,1096,1
ORD335,06-07-2024,CUST335,Abbir,Consumer,Electronics,Laptop,1,255,255,1
ORD336,10-02-2024,CUST336,Abbott,Consumer,Electronics,Smartphone,3,480,1440,4
ORD337,21-03-2024,CUST337,Abbud,Corporate,Clothing,T-Shirt,1,26,26,1
ORD338,02-05-2024,CUST338,Abbudin,Corporate,Clothing,T-Shirt,5,36,180,4
ORD339,13-02-2024,CUST339,Abdul,Corporate,Home,Table,4,101,404,3
ORD340,30-03-2024,CUST340,Abdul Ali,Corporate,Home,Table,2,183,366,2
ORD341,07-06-2024,CUST341,Ali Mohammed,Consumer,Electronics,Laptop,4,411,1644,1
ORD342,23-09-2024,CUST342,Abdul Aziz,Consumer,Home,Lamp,3,274,822,2
ORD343,25-08-2024,CUST343,Abdul Gani,Consumer,Home,Lamp,2,214,428,2
ORD344,26-05-2024,CUST344,Abdul Ghani,Corporate,Clothing,Jacket,4,47,188,1
ORD345,16-03-2024,CUST345,Abdul Rahaman,Consumer,Electronics,Smartphone,1,218,218,2
ORD346,06-04-2024,CUST346,Abdul Rahman,Corporate,Clothing,Jeans,1,36,36,1
ORD347,29-07-2024,CUST347,Abdul Raheem,Corporate,Electronics,Smartphone,2,492,984,1
ORD348,29-01-2024,CUST348,Abdul Wahid,Consumer,Clothing,Jeans,2,12,24,1
ORD349,14-06-2024,CUST349,Abdullah,Consumer,Electronics,Headphones,4,407,1628,3
ORD350,05-01-2024,CUST350,Abdus,Corporate,Home,Sofa,2,165,330,2
ORD351,26-05-2024,CUST351,Abdus Salaam,Corporate,Home,Lamp,3,108,324,2
ORD352,06-01-2024,CUST352,Abdus Samad,Corporate,Home,Table,4,173,692,2
ORD353,12-05-2024,CUST353,Abdus Sami,Corporate,Home,Sofa,1,257,257,1
ORD354,08-09-2024,CUST354,Abdus Sattar,Consumer,Clothing,T-Shirt,1,50,50,1
ORD355,19-08-2024,CUST355,Abdus Shafi,Consumer,Clothing,Jacket,3,15,45,2
ORD356,19-07-2024,CUST356,Abdus Shahid,Consumer,Electronics,Laptop,2,251,502,1
ORD357,14-09-2024,CUST357,Abdus Subbooh,Consumer,Clothing,Jacket,3,17,51,1
ORD358,12-05-2024,CUST358,Abdus Sabour,Corporate,Electronics,Laptop,2,201,402,2
ORD359,24-06-2024,CUST359,Abdus Salaam,Consumer,Home,Lamp,5,206,1030,1
ORD360,07-02-2024,CUST360,Abdus Samad,Consumer,Home,Table,4,251,1004,1
ORD361,19-02-2024,CUST361,Abdus Sameei,Corporate,Home,Sofa,3,216,648,2
ORD362,15-04-2024,CUST362,Abdus Shaheed,Consumer,Clothing,Jacket,3,45,135,2
ORD363,08-03-2024,CUST363,Abdus Shakur,Corporate,Clothing,Jacket,4,33,132,2
ORD364,24-06-2024,CUST364,Abed,Consumer,Home,Sofa,5,100,500,3
ORD365,09-09-2024,CUST365,Abedin,Corporate,Home,Table,4,299,1196,1
ORD366,12-05-2024,CUST366,Abeer,Corporate,Home,Lamp,3,112,336,2
ORD367,27-09-2024,CUST367,Abel,Corporate,Home,Sofa,5,187,935,2
ORD368,03-05-2024,CUST368,Abenayan,Consumer,Home,Sofa,5,106,530,1
ORD369,20-02-2024,CUST369,Abezag,Corporate,Electronics,Headphones,2,299,598,1
ORD370,29-08-2024,CUST370,Abhaidev,Consumer,Home,Sofa,2,117,234,1
ORD371,10-08-2024,CUST371,Abhaijeet,Corporate,Home,Table,2,231,462,2
ORD372,15-03-2024,CUST372,Abharajithan,Corporate,Clothing,T-Shirt,4,26,104,1
ORD373,21-02-2024,CUST373,Abhas,Corporate,Home,Table,5,210,1050,2
ORD374,15-09-2024,CUST374,Abhav,Consumer,Electronics,Headphones,5,500,2500,3
ORD375,04-08-2024,CUST375,Abhay,Corporate,Clothing,T-Shirt,3,13,39,3
ORD376,27-05-2024,CUST376,Abhaya Prada,Consumer,Home,Table,2,248,496,1
ORD377,27-07-2024,CUST377,Abhayam,Corporate,Home,Lamp,4,141,564,1
ORD378,23-09-2024,CUST378,Abhayan,Corporate,Clothing,Jeans,1,13,13,3
ORD379,05-05-2024,CUST379,Abhayananda,Consumer,Electronics,Headphones,1,367,367,1
ORD380,18-05-2024,CUST380,Abhayankar,Corporate,Home,Sofa,1,241,241,2
ORD381,20-08-2024,CUST381,Abheek,Corporate,Home,Sofa,3,110,330,1
ORD382,18-08-2024,CUST382,Abheesht,Corporate,Clothing,Jeans,3,12,36,1
ORD383,18-03-2024,CUST383,Abheet,Consumer,Home,Lamp,5,262,1310,2
ORD384,14-06-2024,CUST384,Abhey,Corporate,Electronics,Smartphone,2,455,910,2
ORD385,11-05-2024,CUST385,Abhibhava,Consumer,Clothing,Jeans,4,35,140,3
ORD386,12-02-2024,CUST386,Abhicandra,Consumer,Clothing,T-Shirt,3,10,30,3
ORD387,07-09-2024,CUST387,Abhichandra,Consumer,Electronics,Smartphone,4,363,1452,1
ORD388,11-03-2024,CUST388,Abhideep,Corporate,Electronics,Smartphone,4,291,1164,2
ORD389,16-05-2024,CUST389,Abhidharm,Corporate,Home,Table,1,298,298,1
ORD390,09-04-2024,CUST390,Abhidi,Corporate,Electronics,Laptop,4,308,1232,4
ORD391,28-08-2024,CUST391,Abhigyaan,Corporate,Home,Lamp,4,226,904,3
ORD392,20-07-2024,CUST392,Abhihas,Corporate,Electronics,Laptop,4,309,1236,1
ORD393,23-08-2024,CUST393,Abhihita,Corporate,Electronics,Laptop,2,203,406,3
ORD394,09-02-2024,CUST394,Abhijaat,Corporate,Electronics,Smartphone,2,390,780,1
ORD395,20-07-2024,CUST395,Abhijan,Consumer,Electronics,Smartphone,4,302,1208,2
ORD396,08-05-2024,CUST396,Abhijat,Corporate,Home,Table,1,145,145,1
ORD397,26-01-2024,CUST397,Abhijath,Consumer,Clothing,T-Shirt,5,32,160,1
ORD398,12-02-2024,CUST398,Abhijay,Consumer,Electronics,Headphones,4,361,1444,1
ORD399,08-03-2024,CUST399,Abhijaya,Corporate,Home,Sofa,4,253,1012,2
ORD400,07-04-2024,CUST400,Abhijeet,Corporate,Electronics,Laptop,3,360,1080,5
ORD401,05-03-2024,CUST401,Abhijit,Consumer,Electronics,Laptop,5,490,2450,3
ORD402,30-06-2024,CUST402,Abhijith,Consumer,Clothing,Jacket,3,17,51,2
ORD403,01-04-2024,CUST403,Abhijun,Corporate,Home,Sofa,3,178,534,2
ORD404,27-05-2024,CUST404,Abhijvala,Consumer,Electronics,Smartphone,5,395,1975,3
ORD405,04-02-2024,CUST405,Abhik,Corporate,Home,Sofa,3,240,720,2
ORD406,28-09-2024,CUST406,Abhikam,Consumer,Electronics,Smartphone,5,225,1125,2
ORD407,05-01-2024,CUST407,Abhilash,Corporate,Home,Sofa,4,220,880,1
ORD408,19-01-2024,CUST408,Abhilesh,Corporate,Home,Table,3,163,489,1
ORD409,11-08-2024,CUST409,Abhim,Consumer,Clothing,Jeans,3,25,75,2
ORD410,10-09-2024,CUST410,Abhimaan,Corporate,Clothing,Jacket,3,12,36,1
ORD411,01-04-2024,CUST411,Abhiman,Corporate,Electronics,Headphones,4,349,1396,1
ORD412,09-09-2024,CUST412,Abhimand,Corporate,Home,Table,4,117,468,3
ORD413,04-04-2024,CUST413,Abhimani,Corporate,Clothing,T-Shirt,1,34,34,1
ORD414,26-07-2024,CUST414,Abhimanuya,Corporate,Home,Sofa,3,206,618,2
ORD415,27-07-2024,CUST415,Abhimanya,Consumer,Home,Lamp,2,202,404,2
ORD416,20-03-2024,CUST416,Abhimanyu,Consumer,Clothing,Jacket,4,20,80,1
ORD417,04-09-2024,CUST417,Abhimanyusuta,Corporate,Clothing,T-Shirt,4,32,128,4
ORD418,25-03-2024,CUST418,Abhimath,Consumer,Home,Sofa,5,116,580,1
ORD419,07-05-2024,CUST419,Abhimoda,Consumer,Clothing,Jeans,5,15,75,2
ORD420,04-01-2024,CUST420,Abhinabhas,Consumer,Electronics,Laptop,5,499,2495,3
ORD421,19-03-2024,CUST421,Abhinand,Corporate,Clothing,T-Shirt,3,50,150,1
ORD422,25-09-2024,CUST422,Abhinanda,Corporate,Electronics,Headphones,1,239,239,1
ORD423,06-03-2024,CUST423,Abhinandan,Corporate,Electronics,Laptop,3,218,654,2
ORD424,07-01-2024,CUST424,Abhinandan,Corporate,Electronics,Headphones,3,374,1122,2
ORD425,25-07-2024,CUST425,Abhinandana,Consumer,Home,Sofa,3,287,861,4
ORD426,20-02-2024,CUST426,Abhinandana,Corporate,Electronics,Laptop,3,484,1452,4
ORD427,22-03-2024,CUST427,Abhinash,Consumer,Electronics,Headphones,2,435,870,2
ORD428,28-02-2024,CUST428,Abhinatha,Consumer,Electronics,Smartphone,4,311,1244,2
ORD429,20-07-2024,CUST429,Abhinav,Consumer,Home,Lamp,4,193,772,1
ORD430,30-07-2024,CUST430,Abhinava,Corporate,Home,Table,2,296,592,2
ORD431,18-09-2024,CUST431,Abhinay,Corporate,Home,Table,1,143,143,2
ORD432,25-09-2024,CUST432,Abhineet,Corporate,Home,Table,4,219,876,3
ORD433,12-01-2024,CUST433,Abhinesh,Corporate,Electronics,Laptop,1,275,275,3
ORD434,05-07-2024,CUST434,Abhinit,Consumer,Clothing,T-Shirt,4,38,152,3
ORD435,14-03-2024,CUST435,Abhinivesh,Corporate,Electronics,Headphones,1,278,278,1
ORD436,16-07-2024,CUST436,Abhinu,Corporate,Electronics,Headphones,3,321,963,2
ORD437,10-03-2024,CUST437,Abhipuj,Consumer,Electronics,Laptop,4,396,1584,3
ORD438,20-08-2024,CUST438,Abhir,Corporate,Electronics,Laptop,3,283,849,2
ORD439,08-08-2024,CUST439,Abhiraam,Consumer,Home,Table,3,135,405,3
ORD440,02-09-2024,CUST440,Abhiraj,Corporate,Electronics,Smartphone,3,467,1401,2
ORD441,16-02-2024,CUST441,Abhiral,Corporate,Electronics,Laptop,2,370,740,1
ORD442,21-07-2024,CUST442,Abhiram,Consumer,Electronics,Laptop,5,219,1095,2
ORD443,01-02-2024,CUST443,Abhirath,Corporate,Clothing,Jacket,3,29,87,4
ORD444,24-02-2024,CUST444,Abhiroop,Consumer,Clothing,T-Shirt,2,48,96,1
ORD445,29-02-2024,CUST445,Abhirup,Consumer,Home,Lamp,3,272,816,2
ORD446,20-09-2024,CUST446,Abhisar,Consumer,Home,Sofa,3,233,699,1
ORD447,05-02-2024,CUST447,Abhisek,Corporate,Electronics,Headphones,2,408,816,3
ORD448,28-02-2024,CUST448,Abhisheik,Consumer,Electronics,Laptop,2,478,956,3
ORD449,17-08-2024,CUST449,Abhishek,Consumer,Electronics,Smartphone,4,224,896,3
ORD450,15-02-2024,CUST450,Abhishekita,Consumer,Electronics,Smartphone,4,284,1136,1
ORD451,04-04-2024,CUST451,Abhishrey,Corporate,Clothing,Jacket,4,40,160,1
ORD452,16-04-2024,CUST452,Abhisoka,Consumer,Electronics,Headphones,4,221,884,2
ORD453,04-02-2024,CUST453,Abhisumat,Corporate,Clothing,T-Shirt,5,12,60,2
ORD454,12-08-2024,CUST454,Abhisumath,Consumer,Clothing,Jeans,1,35,35,2
ORD455,05-01-2024,CUST455,Abhisyanta,Consumer,Electronics,Headphones,4,344,1376,3
ORD456,14-01-2024,CUST456,Abhith,Corporate,Electronics,Laptop,5,491,2455,3
ORD457,28-03-2024,CUST457,Abhivaadan,Consumer,Home,Table,5,210,1050,1
ORD458,12-04-2024,CUST458,Abhivaadan,Consumer,Home,Table,3,194,582,1
ORD459,18-09-2024,CUST459,Abhivadan,Consumer,Electronics,Headphones,1,374,374,1
ORD460,10-03-2024,CUST460,Abhivadan,Consumer,Electronics,Laptop,4,313,1252,2
ORD461,28-05-2024,CUST461,Abhivanth,Consumer,Home,Lamp,3,131,393,2
ORD462,21-08-2024,CUST462,Abhivanth,Consumer,Home,Table,3,204,612,5
ORD463,05-08-2024,CUST463,Abivanth,Consumer,Clothing,Jacket,4,48,192,2
ORD464,04-05-2024,CUST464,Abhivira,Consumer,Home,Table,5,244,1220,1
ORD465,24-03-2024,CUST465,Abhjeet,Corporate,Home,Sofa,5,129,645,2
ORD466,15-01-2024,CUST466,Abhoy,Consumer,Home,Sofa,5,148,740,4
ORD467,08-04-2024,CUST467,Abhra,Corporate,Clothing,T-Shirt,5,28,140,3
ORD468,09-07-2024,CUST468,Abhrakasin,Corporate,Home,Table,5,293,1465,2
ORD469,06-08-2024,CUST469,Abhram,Corporate,Home,Lamp,2,118,236,2
ORD470,04-06-2024,CUST470,Abhranila,Consumer,Clothing,Jacket,3,10,30,4
ORD471,02-09-2024,CUST471,Abhu,Corporate,Home,Lamp,5,277,1385,1
ORD472,04-05-2024,CUST472,Abhya,Corporate,Electronics,Headphones,5,234,1170,1
ORD473,16-02-2024,CUST473,Abhyagni,Corporate,Clothing,Jacket,4,19,76,3
ORD474,05-08-2024,CUST474,Abhyan,Corporate,Home,Table,2,204,408,3
ORD475,20-07-2024,CUST475,Abhyank,Consumer,Electronics,Headphones,1,392,392,2
ORD476,28-01-2024,CUST476,Abhypsit,Consumer,Electronics,Headphones,1,358,358,2
ORD477,04-07-2024,CUST477,Abhyuday,Corporate,Home,Table,3,190,570,2
ORD478,18-01-2024,CUST478,Abhyudaya,Consumer,Electronics,Smartphone,5,493,2465,4
ORD479,12-02-2024,CUST479,Abhyudev,Corporate,Electronics,Smartphone,4,381,1524,1
ORD480,03-08-2024,CUST480,Abhyudita,Corporate,Electronics,Smartphone,3,492,1476,2
ORD481,11-02-2024,CUST481,Abid,Consumer,Home,Table,5,228,1140,1
ORD482,31-03-2024,CUST482,Abidin,Consumer,Clothing,Jeans,4,16,64,1
ORD483,15-01-2024,CUST483,Abijith,Corporate,Electronics,Laptop,1,255,255,1
ORD484,04-05-2024,CUST484,Abimanyu,Consumer,Clothing,T-Shirt,4,16,64,2
ORD485,09-07-2024,CUST485,Abinash,Consumer,Home,Table,5,236,1180,1
ORD486,14-02-2024,CUST486,Abinav,Consumer,Clothing,Jacket,4,23,92,2
ORD487,28-06-2024,CUST487,Abinay,Consumer,Clothing,Jacket,2,33,66,1
ORD488,13-04-2024,CUST488,Abinayan,Consumer,Clothing,T-Shirt,2,37,74,1
ORD489,04-05-2024,CUST489,Abinesh,Consumer,Clothing,Jeans,2,10,20,4
ORD490,26-08-2024,CUST490,Abinish,Consumer,Electronics,Headphones,3,474,1422,1
ORD491,07-03-2024,CUST491,Abiram,Consumer,Clothing,Jeans,4,31,124,2
ORD492,11-04-2024,CUST492,Abisali,Corporate,Clothing,Jeans,3,13,39,2
ORD493,13-08-2024,CUST493,Abishek,Corporate,Home,Sofa,4,165,660,3
ORD494,18-02-2024,CUST494,Abivanth,Consumer,Electronics,Smartphone,4,239,956,3
ORD495,18-07-2024,CUST495,Abjayoni,Consumer,Home,Table,1,239,239,1
ORD496,22-03-2024,CUST496,Abjit,Consumer,Clothing,Jeans,4,46,184,3
ORD497,06-06-2024,CUST497,Abner,Consumer,Electronics,Laptop,5,404,2020,2
ORD498,25-02-2024,CUST498,Abninayan,Corporate,Clothing,T-Shirt,4,12,48,1
ORD499,23-04-2024,CUST499,Abra,Consumer,Clothing,T-Shirt,3,47,141,2
ORD500,12-09-2024,CUST500,Abrad,Consumer,Electronics,Smartphone,2,363,726,1
ORD501,23-06-2024,CUST420,Abheesht,Corporate,Clothing,T-Shirt,2,31,62,2
ORD502,03-09-2024,CUST440,Abhinandan,Corporate,Home,Table,4,154,616,1
ORD503,12-03-2024,CUST028,Aadhyatm,Consumer,Clothing,Jacket,5,30,150,3
ORD504,22-03-2024,CUST366,Aadim,Corporate,Electronics,Headphones,3,368,1104,1
ORD505,15-03-2024,CUST449,#REF!,Consumer,Electronics,Smartphone,2,216,432,2
ORD506,29-03-2024,CUST021,Aayu,Consumer,Electronics,Headphones,5,437,2185,2
ORD507,13-03-2024,CUST363,Abeer,Consumer,Electronics,Headphones,4,459,1836,1
ORD508,27-04-2024,CUST470,Abhisheik,Corporate,Electronics,Headphones,2,322,644,3
ORD509,02-01-2024,CUST265,Adil,Consumer,Clothing,T-Shirt,3,45,135,2
ORD510,24-04-2024,CUST247,Abbott,Corporate,Home,Table,3,187,561,2
ORD511,23-05-2024,CUST181,Aathiruban,Consumer,Electronics,Headphones,2,272,544,1
ORD512,08-07-2024,CUST400,Abdus Salaam,Consumer,Clothing,T-Shirt,5,42,210,4
ORD513,15-04-2024,CUST297,Aanandswarup,Consumer,Electronics,Headphones,2,431,862,3
ORD514,05-05-2024,CUST077,Aadhiseshwar,Corporate,Home,Lamp,4,152,608,2
ORD515,17-02-2024,CUST261,Aadarko,Consumer,Home,Table,1,161,161,2
ORD516,27-06-2024,CUST295,Aarjav,Consumer,Electronics,Headphones,4,217,868,1
ORD517,30-01-2024,CUST448,Aadhiran,Consumer,Clothing,Jacket,2,30,60,2
ORD518,13-04-2024,CUST188,Abhayananda,Corporate,Electronics,Smartphone,5,231,1155,5
ORD519,12-05-2024,CUST361,Aatheshan,Consumer,Home,Table,2,118,236,1
ORD520,19-09-2024,CUST251,Abhyudita,Consumer,Clothing,T-Shirt,2,14,28,1
ORD521,15-03-2024,CUST390,Aadanyan,Consumer,Home,Sofa,1,241,241,3
ORD522,09-08-2024,CUST142,Abhisar,Corporate,Home,Lamp,2,166,332,3
ORD523,10-07-2024,CUST216,Aalamarchelvan,Consumer,Clothing,Jeans,1,37,37,4
ORD524,23-09-2024,CUST364,Abbudin,Consumer,Electronics,Smartphone,5,377,1885,2
ORD525,18-08-2024,CUST149,Aathipan,Consumer,Clothing,Jacket,2,25,50,2
ORD526,28-02-2024,CUST336,Aakampan,Corporate,Home,Lamp,3,299,897,3
ORD527,28-04-2024,CUST016,Abdus Sami,Corporate,Electronics,Headphones,1,231,231,2
ORD528,06-06-2024,CUST474,Aaryak,Consumer,Home,Lamp,5,170,850,2
ORD529,25-01-2024,CUST463,Aadarko,Consumer,Home,Lamp,4,235,940,1
ORD530,22-04-2024,CUST085,Aaqil,Consumer,Clothing,T-Shirt,2,13,26,4
ORD531,21-02-2024,CUST283,Aadalarasan,Consumer,Clothing,Jeans,3,22,66,1
ORD532,26-01-2024,CUST088,Aastik,Corporate,Home,Lamp,2,128,256,3
ORD533,23-01-2024,CUST231,Aanay,Corporate,Electronics,Laptop,4,330,1320,2
ORD534,16-04-2024,CUST131,Aakaash,Corporate,Home,Table,4,114,456,1
ORD535,21-04-2024,CUST254,Aaradhak,Consumer,Electronics,Laptop,3,402,1206,1
ORD536,29-04-2024,CUST050,Aatish,Consumer,Home,Lamp,5,218,1090,2
ORD537,15-06-2024,CUST245,Abhinu,Consumer,Clothing,T-Shirt,3,33,99,2
ORD538,04-07-2024,CUST193,Abheer,Consumer,Clothing,T-Shirt,5,16,80,3
ORD539,25-08-2024,CUST074,Aatheesh,Consumer,Clothing,Jeans,2,18,36,1
ORD540,22-01-2024,CUST128,Aabheer,Consumer,Electronics,Headphones,1,335,335,4
ORD541,12-01-2024,CUST220,Abbudin,Consumer,Electronics,Smartphone,5,383,1915,2
ORD542,03-05-2024,CUST480,Aadith,Consumer,Electronics,Laptop,4,242,968,1
ORD543,12-01-2024,CUST180,Aadarko,Consumer,Electronics,Headphones,5,455,2275,1
ORD544,23-07-2024,CUST477,Aaruthran,Corporate,Electronics,Headphones,3,478,1434,1
ORD545,04-01-2024,CUST271,Abbas,Corporate,Electronics,Laptop,2,278,556,2
ORD546,20-04-2024,CUST002,Aaish,Consumer,Home,Sofa,2,123,246,1
ORD547,04-05-2024,CUST068,Aanick,Consumer,Home,Lamp,1,210,210,5
ORD548,10-06-2024,CUST235,Abhilesh,Consumer,Home,Table,4,267,1068,2
ORD549,25-01-2024,CUST442,Aadhikeshavan,Corporate,Electronics,Headphones,3,471,1413,1
ORD550,04-09-2024,CUST390,Abhijath,Consumer,Clothing,Jeans,2,35,70,2
ORD551,22-03-2024,CUST269,Aakashi,Consumer,Home,Table,2,202,404,1
ORD552,04-01-2024,CUST445,Aashrut,Corporate,Electronics,Laptop,5,254,1270,1
ORD553,26-03-2024,CUST285,Abdullah,Corporate,Home,Sofa,4,240,960,3
ORD554,27-05-2024,CUST261,Aakarshak,Corporate,Home,Sofa,1,230,230,1
ORD555,06-07-2024,CUST404,Abhideep,Corporate,Clothing,Jacket,3,32,96,2
ORD556,27-07-2024,CUST118,Abhiraam,Consumer,Home,Sofa,5,194,970,2
ORD557,22-08-2024,CUST266,Aatheshan,Consumer,Clothing,Jeans,1,28,28,1
ORD558,01-05-2024,CUST443,Abel,Consumer,Clothing,T-Shirt,5,18,90,3
ORD559,17-05-2024,CUST177,Aathikeyan,Corporate,Home,Lamp,5,232,1160,3
ORD560,25-04-2024,CUST207,Aatreya,Corporate,Clothing,T-Shirt,2,41,82,2
ORD561,31-05-2024,CUST300,Aadavan,Consumer,Electronics,Laptop,4,315,1260,1
ORD562,24-04-2024,CUST087,Abhaidev,Corporate,Clothing,Jacket,3,14,42,2
ORD563,15-07-2024,CUST122,Aathan,Consumer,Clothing,T-Shirt,5,40,200,1
ORD564,28-07-2024,CUST009,Abedin,Corporate,Clothing,Jeans,4,26,104,3
ORD565,18-05-2024,CUST206,Aabheer,Consumer,Home,Sofa,5,172,860,2
ORD566,10-05-2024,CUST294,Arpit,Consumer,Home,Sofa,1,229,229,1
ORD567,20-01-2024,CUST188,Aashay,Corporate,Clothing,Jeans,1,42,42,4
ORD568,01-01-2024,CUST193,Aaruthra,Consumer,Clothing,T-Shirt,2,30,60,2
ORD569,19-03-2024,CUST088,Aahlaad,Corporate,Home,Sofa,3,182,546,2
ORD570,26-03-2024,CUST128,Abeer,Consumer,Home,Lamp,2,191,382,3
ORD571,30-01-2024,CUST297,Abayan,Corporate,Home,Sofa,2,166,332,2
ORD572,08-01-2024,CUST118,Abdus Shafi,Consumer,Home,Sofa,5,162,810,1
ORD573,25-02-2024,CUST066,Aathees,Consumer,Clothing,T-Shirt,2,39,78,2
ORD574,22-03-2024,CUST089,Aadhiban,Corporate,Electronics,Smartphone,2,430,860,1
ORD575,22-01-2024,CUST105,Abhinandan,Corporate,Home,Sofa,5,292,1460,1
ORD576,20-02-2024,CUST009,Abhranila,Consumer,Clothing,Jacket,5,17,85,2
ORD577,20-04-2024,CUST355,Aabher,Consumer,Electronics,Headphones,1,371,371,1
ORD578,25-04-2024,CUST001,Aafiya,Corporate,Home,Sofa,3,213,639,2
ORD579,10-04-2024,CUST178,Abhijaya,Consumer,Home,Sofa,5,289,1445,1
ORD580,17-06-2024,CUST400,Abhypsit,Consumer,Home,Lamp,1,155,155,3
ORD581,05-05-2024,CUST373,Aakarshan,Consumer,Electronics,Laptop,4,253,1012,1
ORD582,26-07-2024,CUST399,Aadhithiya,Consumer,Electronics,Headphones,5,380,1900,1
ORD583,05-04-2024,CUST060,Aafreen,Consumer,Electronics,Laptop,3,202,606,2
ORD584,01-04-2024,CUST320,Aavansh,Corporate,Clothing,T-Shirt,3,17,51,3
ORD585,30-05-2024,CUST420,Aashish,Corporate,Clothing,T-Shirt,2,35,70,1
ORD586,12-02-2024,CUST100,Aalan,Corporate,Home,Lamp,5,171,855,2
ORD587,30-03-2024,CUST497,Abdus Shakur,Consumer,Home,Table,5,127,635,1
ORD588,13-05-2024,CUST351,Abhishekita,Corporate,Clothing,Jeans,1,38,38,1
ORD589,10-04-2024,CUST467,Anjaneya,Corporate,Clothing,T-Shirt,1,22,22,2
ORD590,11-06-2024,CUST342,Aamirah,Consumer,Electronics,Smartphone,4,286,1144,1
ORD591,02-06-2024,CUST299,Aaveg,Consumer,Clothing,T-Shirt,1,34,34,1
ORD592,21-01-2024,CUST067,Aayudh,Consumer,Home,Table,4,121,484,3
ORD593,30-01-2024,CUST456,Aathavan,Consumer,Home,Lamp,1,255,255,2
ORD594,13-05-2024,CUST225,Aapt,Corporate,Clothing,T-Shirt,3,41,123,1
ORD595,09-03-2024,CUST194,Aakarsh,Consumer,Electronics,Laptop,2,407,814,2
ORD596,17-06-2024,CUST179,Abdus Shahid,Consumer,Home,Table,3,178,534,1
ORD597,16-08-2024,CUST006,Aakesh,Consumer,Clothing,Jacket,2,18,36,2
ORD598,02-09-2024,CUST035,Aarksh,Consumer,Home,Sofa,2,268,536,1
ORD599,20-02-2024,CUST315,Aagneya,Corporate,Electronics,Laptop,1,314,314,2
ORD600,21-04-2024,CUST427,Ahan,Consumer,Home,Lamp,5,170,850,1
ORD601,05-06-2024,CUST385,Aadhar,Corporate,Clothing,T-Shirt,4,47,188,2
ORD602,03-03-2024,CUST082,Aahanyan,Consumer,Electronics,Headphones,2,229,458,3
ORD603,09-05-2024,CUST298,Abheesht,Corporate,Home,Table,3,293,879,2
ORD604,02-07-2024,CUST138,Aathithyan,Consumer,Clothing,Jacket,3,50,150,4
